t,valid,conf,lat_mm,head_deg,bandas,contraste,larg_mm,vx,wz,odom_vx,odom_vy,odom_wz,x_m,y_m,yaw_deg,volts,servo,f_valid,f_conf,f_lat_mm,f_head_deg,f_curv,f_curv_ok,f_bandas,fl,fr,rl,rr
5.083,1,0.883,-1.0,0.44,5,74.9,19.97,0.1222,0.0019,0.131,0.006,-0.048,-1.719,-3.366,-117.28,12.17,-1.73,1,0.888,8.24,6.83,-2.218,1,5,0.12,0.1329,0.1403,0.131
5.118,1,0.882,-1.0,0.52,5,74.8,19.97,0.1363,-0.0014,0.131,0.003,0.016,-1.72,-3.369,-117.28,12.17,-0.7,1,0.888,8.24,6.83,-2.218,1,5,0.1237,0.1292,0.1384,0.1329
5.152,1,0.871,-1.25,0.27,5,74.4,20.04,0.1503,-0.0037,0.131,0.001,-0.019,-1.721,-3.371,-117.28,12.17,-0.7,1,0.888,8.24,6.83,-2.218,1,5,0.1273,0.1273,0.1366,0.1329
5.185,1,0.856,-1.25,0.38,5,74.3,20.46,0.1465,0.0055,0.125,-0.003,0.016,-1.725,-3.377,-117.34,12.17,-0.7,1,0.892,8.24,6.54,-2.941,1,5,0.1276,0.122,0.122,0.1276
5.222,1,0.865,-0.5,-0.12,5,73.9,19.97,0.1465,0.0027,0.126,0.001,0.06,-1.727,-3.382,-117.23,12.17,-0.7,1,0.892,8.24,6.54,-2.941,1,5,0.1277,0.1277,0.1277,0.1221
5.252,1,0.871,-0.25,0.33,5,74.1,19.85,0.1465,0.0054,0.13,0.004,-0.006,-1.728,-3.385,-117.17,12.17,-0.7,1,0.892,8.24,6.54,-2.941,1,5,0.1296,0.1333,0.1333,0.1222
5.287,1,0.874,-0.25,0.25,5,73.8,20.04,0.1347,-0.0071,0.137,0.006,-0.007,-1.73,-3.39,-117.23,12.17,-0.7,1,0.907,9.21,6.79,-4.889,1,5,0.1332,0.1443,0.1406,0.1295
5.319,1,0.873,-0.25,0.6,5,73.3,20.46,0.1104,-0.0036,0.14,0.006,-0.004,-1.732,-3.392,-117.23,12.17,-0.78,1,0.901,9.21,5.74,-5.419,1,5,0.1332,0.1443,0.1462,0.1351
5.353,1,0.87,-0.25,0.32,5,73.9,20.0,0.0865,-0.0093,0.141,0.0,-0.017,-1.733,-3.395,-117.28,12.17,-0.78,1,0.901,9.21,5.74,-5.419,1,5,0.1368,0.1405,0.1424,0.1442
5.383,1,0.866,-0.25,0.32,5,74.1,20.46,0.0845,-0.0041,0.135,-0.005,-0.016,-1.737,-3.402,-117.34,12.17,-0.78,1,0.901,9.21,5.74,-5.419,1,5,0.1404,0.1293,0.1312,0.1386
5.417,1,0.866,-0.25,0.25,5,73.9,20.0,0.0845,-0.0039,0.131,-0.006,0.05,-1.738,-3.404,-117.28,12.17,-0.78,1,0.89,9.21,4.38,-5.14,1,5,0.1404,0.1293,0.1312,0.1386
5.45,1,0.855,-0.75,0.57,5,73.3,20.46,0.0845,-0.0025,0.127,-0.002,0.004,-1.739,-3.406,-117.28,12.17,-0.78,1,0.89,9.21,4.38,-5.14,1,5,0.1368,0.1294,0.1202,0.1202
5.483,1,0.868,-1.5,0.32,5,73.9,19.97,0.0845,-0.0017,0.117,0.007,-0.031,-1.742,-3.412,-117.51,12.17,-0.78,1,0.881,8.24,5.86,-4.878,1,5,0.1142,0.1216,0.1271,0.1068
5.519,1,0.881,-1.5,-0.07,5,74.4,20.44,0.0845,0.0109,0.115,0.008,-0.079,-1.743,-3.414,-117.63,12.2,-1.49,1,0.883,7.27,3.57,-3.835,1,5,0.1142,0.1216,0.1271,0.1068
5.55,1,0.883,-1.75,0.22,5,74.8,20.2,0.0845,0.0171,0.11,0.003,-0.054,-1.745,-3.418,-117.74,12.2,-1.49,1,0.875,7.27,4.8,-4.898,1,5,0.1068,0.0976,0.129,0.1068
5.583,1,0.877,-1.75,-0.44,5,75.3,20.46,0.0845,0.0144,0.103,-0.001,-0.035,-1.747,-3.422,-117.86,12.2,-1.49,1,0.875,7.27,2.32,-5.246,1,5,0.1124,0.0866,0.1161,0.0958
5.619,1,0.864,-2.0,0.25,5,75.5,20.2,0.0845,0.0249,0.095,-0.008,-0.044,-1.749,-3.425,-117.91,12.2,-1.49,1,0.875,7.27,2.32,-5.246,1,5,0.116,0.081,0.0939,0.0902
5.648,1,0.876,-2.25,-0.3,5,75.8,20.46,0.0845,0.0158,0.095,-0.008,-0.044,-1.749,-3.425,-117.91,12.2,-1.49,1,0.861,6.3,4.08,-3.982,1,5,0.116,0.081,0.0939,0.0902
5.684,1,0.877,-2.5,-0.43,5,76.1,20.2,0.0845,0.0278,0.091,-0.005,0.068,-1.752,-3.429,-117.91,12.2,-1.49,1,0.847,7.76,2.13,-3.247,1,5,0.1016,0.0832,0.0887,0.0887
5.721,1,0.876,-2.5,-0.32,5,76.1,20.44,0.0845,0.0321,0.086,0.004,-0.01,-1.753,-3.432,-117.86,12.2,-3.63,1,0.847,7.76,2.13,-3.247,1,5,0.0794,0.0886,0.0923,0.0849
5.75,1,0.875,-2.25,-0.56,5,76.0,20.46,0.0845,0.0298,0.086,0.004,-0.01,-1.753,-3.432,-117.86,12.2,-3.63,1,0.847,7.76,2.13,-3.247,1,5,0.0794,0.0886,0.0923,0.0849
5.784,1,0.872,-2.75,-0.04,5,75.8,20.46,0.0845,0.0302,0.081,0.005,-0.026,-1.755,-3.437,-117.97,12.2,-3.63,1,0.841,10.18,9.72,-1.441,1,5,0.0684,0.0868,0.085,0.085
5.819,1,0.866,-2.75,-0.57,5,75.7,20.46,0.0845,0.0269,0.08,0.001,0.01,-1.756,-3.438,-117.91,12.2,-3.63,1,0.841,10.18,9.72,-1.441,1,5,0.0721,0.0813,0.0813,0.085
5.852,1,0.864,-2.75,-0.68,5,75.6,20.46,0.0845,0.0359,0.079,-0.0,-0.018,-1.757,-3.439,-117.97,12.2,-3.63,1,0.841,10.18,9.72,-1.441,1,5,0.0777,0.0777,0.0795,0.0814
5.882,1,0.868,-2.99,-0.44,5,75.7,20.44,0.0845,0.0374,0.074,-0.003,-0.001,-1.759,-3.443,-117.97,12.2,-3.63,1,0.833,9.69,10.65,-1.871,1,5,0.0807,0.0715,0.0697,0.0733
5.92,1,0.878,-2.75,-0.68,5,75.7,20.46,0.0845,0.0358,0.073,-0.002,0.008,-1.759,-3.445,-117.97,12.2,-4.01,1,0.747,9.21,8.6,0.0,0,4,0.0807,0.0715,0.0697,0.0733
5.949,1,0.886,-2.75,-0.68,5,75.7,20.46,0.0845,0.0367,0.071,-0.002,0.015,-1.76,-3.446,-117.97,12.2,-4.01,1,0.747,9.21,8.6,0.0,0,4,0.0732,0.0732,0.0659,0.0732
5.985,1,0.884,-2.75,-0.56,5,75.3,20.46,0.0845,0.0367,0.069,-0.001,0.047,-1.762,-3.449,-117.86,12.2,-4.01,1,0.746,9.21,8.59,0.0,0,4,0.068,0.0772,0.0588,0.0735
6.023,1,0.879,-2.25,-0.56,5,75.2,20.46,0.0845,0.0346,0.068,0.0,0.124,-1.763,-3.452,-117.63,12.2,-4.01,1,0.746,9.21,8.59,0.0,0,4,0.0606,0.0771,0.0606,0.0753
6.047,1,0.876,-1.75,-0.44,5,75.0,20.46,0.0845,0.0283,0.068,0.0,0.124,-1.763,-3.452,-117.63,12.2,-4.01,1,0.751,10.18,9.36,-5.612,1,4,0.0606,0.0771,0.0606,0.0753
6.084,1,0.88,-1.75,-0.05,5,75.0,20.46,0.0797,0.0205,0.069,0.005,-0.024,-1.764,-3.455,-117.51,12.2,-4.01,1,0.752,11.15,10.84,-3.537,1,4,0.0548,0.0822,0.0657,0.0749
6.118,1,0.879,-1.25,-0.28,5,74.5,20.2,0.0797,0.0148,0.07,0.005,0.059,-1.766,-3.457,-117.4,12.2,-2.86,1,0.752,11.15,10.84,-3.537,1,4,0.055,0.0844,0.0679,0.0734
6.152,1,0.878,-1.25,0.07,5,74.4,20.46,0.0797,0.0135,0.07,0.004,0.001,-1.766,-3.458,-117.4,12.2,-2.86,1,0.752,11.15,10.84,-3.537,1,4,0.0606,0.0845,0.0624,0.0716
6.182,1,0.876,-1.25,0.07,5,74.1,20.0,0.0797,0.0079,0.066,0.001,0.021,-1.767,-3.461,-117.34,12.2,-2.86,1,0.74,11.63,11.43,-3.517,1,4,0.0609,0.0739,0.0609,0.0683
6.219,1,0.865,-1.25,0.39,5,73.9,20.0,0.0797,0.0088,0.063,0.0,0.005,-1.768,-3.463,-117.34,12.2,-2.86,1,0.744,11.15,10.83,-3.533,1,4,0.0591,0.0664,0.0591,0.0701
6.25,1,0.869,-1.25,0.08,5,73.8,20.46,0.0797,0.0033,0.064,0.0,0.016,-1.769,-3.464,-117.34,12.2,-2.86,1,0.74,11.15,10.83,-3.535,1,4,0.0609,0.0646,0.0627,0.0664
6.283,1,0.873,-1.25,0.08,5,73.9,20.46,0.0797,0.0092,0.066,-0.002,0.007,-1.771,-3.466,-117.34,12.2,-2.86,1,0.74,11.15,10.83,-3.535,1,4,0.0664,0.0646,0.0627,0.0701
6.319,1,0.874,-1.25,0.08,5,73.9,20.46,0.0797,0.0094,0.069,-0.003,0.022,-1.772,-3.469,-117.28,12.2,-1.56,1,0.74,11.15,10.83,-3.535,1,4,0.0683,0.0665,0.0646,0.0702
6.351,1,0.873,-1.25,0.46,5,74.0,20.44,0.0797,0.0095,0.068,-0.003,0.034,-1.773,-3.47,-117.23,12.2,-1.56,1,0.74,11.15,10.83,-3.535,1,4,0.0684,0.0684,0.0629,0.074
6.388,1,0.87,-0.75,0.09,5,74.0,20.46,0.0797,0.003,0.066,-0.003,0.04,-1.774,-3.472,-117.17,12.2,-1.56,1,0.74,11.15,10.83,-3.535,1,4,0.0647,0.0665,0.0591,0.0739
6.416,1,0.867,-0.25,0.09,5,74.0,20.44,0.0797,0.0033,0.066,-0.002,0.049,-1.774,-3.473,-117.11,12.2,-1.56,1,0.729,12.12,10.68,-1.79,1,4,0.0633,0.0669,0.0596,0.0723
6.45,1,0.853,-0.25,0.81,5,74.0,20.46,0.0797,-0.0026,0.065,-0.002,0.038,-1.775,-3.475,-117.06,12.2,-1.56,1,0.729,12.12,10.68,-1.79,1,4,0.0612,0.0684,0.0576,0.072
6.485,1,0.847,-0.25,1.09,5,73.8,20.46,0.0797,-0.0139,0.068,0.0,0.044,-1.777,-3.478,-116.88,12.2,-1.56,1,0.717,10.18,6.98,0.087,1,4,0.0648,0.0756,0.0612,0.0702
6.518,1,0.856,-0.25,0.33,5,73.6,20.46,0.0797,-0.0181,0.069,0.001,-0.01,-1.778,-3.48,-116.88,12.23,-0.37,1,0.717,10.18,6.98,0.087,1,4,0.0646,0.0757,0.0646,0.072
6.549,1,0.839,-0.25,0.75,5,72.8,20.46,0.0797,-0.0043,0.069,0.001,-0.03,-1.778,-3.482,-116.94,12.23,-0.37,1,0.718,9.21,6.82,-4.197,1,4,0.0627,0.0719,0.0682,0.0737
6.585,1,0.842,-0.25,0.58,5,72.6,20.46,0.0797,-0.0115,0.068,0.0,0.01,-1.78,-3.484,-116.94,12.23,-0.37,1,0.721,9.21,5.88,-5.066,1,4,0.0591,0.0646,0.072,0.0757
6.619,1,0.839,-0.25,0.71,5,72.6,20.46,0.0797,-0.0083,0.067,0.0,0.005,-1.781,-3.486,-116.94,12.23,-0.37,1,0.721,9.21,5.88,-5.066,1,4,0.0629,0.0666,0.0684,0.0703
6.65,1,0.843,-0.25,0.72,5,72.7,20.0,0.0797,-0.0104,0.067,0.0,-0.014,-1.782,-3.488,-116.94,12.23,-0.37,1,0.721,9.21,5.88,-5.066,1,4,0.0642,0.0678,0.0678,0.0697
6.685,1,0.838,-0.25,0.65,5,73.0,20.46,0.0797,-0.0105,0.07,-0.001,0.009,-1.783,-3.49,-116.94,12.23,-0.37,1,0.716,9.21,5.88,-5.046,1,4,0.0714,0.0696,0.0678,0.0696
6.718,1,0.831,-0.25,0.79,5,73.2,20.46,0.0797,-0.0092,0.074,-0.003,0.022,-1.785,-3.493,-116.94,12.23,-0.37,1,0.715,9.21,5.87,-5.049,1,4,0.0732,0.0713,0.0713,0.075
6.751,1,0.84,0.25,0.49,5,73.3,20.46,0.0797,-0.0116,0.075,-0.004,0.048,-1.785,-3.494,-116.88,12.23,-0.37,1,0.715,9.21,5.87,-5.049,1,4,0.0808,0.0698,0.0716,0.0771
6.784,1,0.842,0.0,0.69,5,73.3,20.0,0.0797,-0.0127,0.075,-0.004,0.001,-1.787,-3.497,-116.88,12.23,-0.37,1,0.715,9.21,5.87,-5.049,1,4,0.0809,0.0735,0.0698,0.0772
6.817,1,0.855,0.25,0.29,5,73.5,20.46,0.0797,-0.0125,0.074,-0.003,0.01,-1.787,-3.498,-116.88,12.23,-0.37,1,0.706,9.69,6.06,-2.342,1,4,0.0791,0.0754,0.0662,0.0736
6.849,1,0.866,0.25,0.33,5,73.7,20.46,0.0797,-0.0085,0.074,0.0,0.035,-1.789,-3.501,-116.77,12.23,-0.37,1,0.706,9.69,6.06,-2.342,1,4,0.0771,0.0808,0.0679,0.0698
6.884,1,0.87,0.25,0.8,5,74.1,20.2,0.0797,-0.0089,0.075,0.004,0.005,-1.79,-3.504,-116.77,12.23,-0.37,1,0.706,9.69,6.06,-2.342,1,4,0.0716,0.0826,0.0753,0.0698
6.915,1,0.864,0.25,0.44,5,73.9,20.0,0.0797,-0.0166,0.075,0.003,-0.04,-1.79,-3.505,-116.77,12.26,-1.32,1,0.706,9.69,6.06,-2.342,1,4,0.0679,0.077,0.0789,0.0752
6.951,1,0.848,0.25,0.52,5,73.7,20.44,0.0797,-0.0103,0.074,0.004,-0.011,-1.792,-3.508,-116.83,12.26,-1.32,1,0.695,10.18,5.54,-5.555,1,4,0.0591,0.0739,0.0813,0.0813
6.986,1,0.84,0.25,0.69,5,73.5,20.46,0.0797,-0.0115,0.073,0.002,0.013,-1.793,-3.51,-116.83,12.26,-1.32,1,0.695,10.18,5.54,-5.555,1,4,0.0609,0.072,0.0776,0.0813
7.014,1,0.836,0.5,1.23,5,73.4,20.44,0.0797,-0.0145,0.075,0.003,0.016,-1.794,-3.512,-116.83,12.26,-1.32,1,0.684,10.18,5.67,-5.579,1,4,0.0665,0.0776,0.0776,0.0776
7.05,1,0.831,0.25,0.74,5,72.9,20.46,0.0797,-0.0269,0.077,-0.0,-0.013,-1.795,-3.515,-116.83,12.26,-1.32,1,0.684,10.18,5.67,-5.579,1,4,0.0776,0.0776,0.0757,0.0776
7.084,1,0.824,0.25,0.77,5,73.2,20.46,0.0797,-0.0149,0.079,-0.002,0.004,-1.797,-3.517,-116.83,12.26,-1.32,1,0.662,10.18,6.0,-3.041,1,4,0.0814,0.0777,0.0758,0.0814
7.117,1,0.836,0.25,0.88,5,73.7,20.46,0.0797,-0.0156,0.08,-0.003,-0.005,-1.798,-3.519,-116.83,12.26,-1.69,1,0.653,9.69,6.97,-4.895,1,4,0.0814,0.0777,0.0758,0.0851
7.148,1,0.847,0.25,1.12,5,73.9,20.46,0.0797,-0.0175,0.081,-0.002,0.027,-1.799,-3.522,-116.77,12.26,-1.69,1,0.645,10.18,5.48,2.319,1,4,0.0815,0.0815,0.0759,0.0852
7.184,1,0.843,0.5,1.24,5,73.9,20.96,0.0797,-0.0218,0.081,-0.001,0.028,-1.8,-3.525,-116.71,12.26,-1.69,1,0.645,10.18,5.48,2.319,1,4,0.0814,0.0869,0.0721,0.0832
7.215,1,0.85,0.75,0.83,5,74.0,20.46,0.0797,-0.0268,0.081,-0.0,0.021,-1.801,-3.526,-116.65,12.26,-1.69,1,0.645,10.18,5.48,2.319,1,4,0.0814,0.0888,0.0722,0.0814
7.25,1,0.855,0.75,0.79,5,73.9,20.46,0.0797,-0.0225,0.081,0.001,0.01,-1.803,-3.529,-116.65,12.26,-1.69,1,0.645,10.18,5.48,2.319,1,4,0.0777,0.0851,0.0795,0.0832
7.284,1,0.854,0.75,0.82,5,73.3,20.46,0.0797,-0.0214,0.081,-0.0,-0.004,-1.804,-3.532,-116.65,12.26,-1.69,1,0.645,10.18,7.53,-0.124,1,4,0.0758,0.0777,0.0851,0.0869
7.316,1,0.826,0.75,0.86,5,73.1,20.46,0.0797,-0.0217,0.08,0.0,0.017,-1.805,-3.533,-116.65,12.26,-1.2,1,0.62,10.18,9.25,0.0,0,4,0.0739,0.0758,0.085,0.085
7.351,1,0.832,0.75,0.96,5,73.1,20.46,0.0797,-0.0221,0.078,0.0,-0.005,-1.806,-3.536,-116.65,12.26,-1.2,1,0.62,10.18,9.25,0.0,0,4,0.0758,0.0776,0.0795,0.0795
7.385,1,0.831,0.75,0.93,5,73.4,20.46,0.0797,-0.0238,0.079,0.0,-0.014,-1.808,-3.539,-116.65,12.26,-1.2,1,0.62,10.18,9.25,0.0,0,4,0.0795,0.0777,0.0795,0.0777
7.417,1,0.827,0.25,0.79,5,73.6,20.46,0.0797,-0.0232,0.08,-0.001,-0.023,-1.809,-3.54,-116.71,12.26,-1.2,1,0.549,10.18,7.08,0.0,0,3,0.0814,0.0777,0.0814,0.0814
7.45,1,0.829,0.25,0.67,5,73.7,20.46,0.0797,-0.0144,0.082,-0.004,-0.013,-1.81,-3.543,-116.71,12.26,-1.2,1,0.549,10.18,7.08,0.0,0,3,0.087,0.074,0.0833,0.0851
7.484,1,0.838,0.0,0.88,5,74.0,20.56,0.0797,-0.013,0.084,-0.005,-0.023,-1.812,-3.546,-116.77,12.26,-1.2,1,0.547,9.21,7.73,0.0,0,3,0.0926,0.0778,0.0796,0.0852
7.518,1,0.842,0.0,0.31,5,73.8,20.2,0.0797,-0.0141,0.082,-0.004,-0.017,-1.813,-3.548,-116.77,12.27,0.12,1,0.54,9.21,5.9,0.0,0,3,0.0925,0.0796,0.0777,0.0796
7.547,1,0.849,-0.25,0.4,5,73.8,20.46,0.0797,-0.0044,0.082,0.0,-0.042,-1.814,-3.551,-116.83,12.27,0.12,1,0.545,9.21,5.9,0.0,0,3,0.0906,0.0887,0.0758,0.074
7.583,1,0.846,-0.25,0.46,5,73.8,20.46,0.0797,-0.0033,0.08,0.005,-0.026,-1.815,-3.554,-116.88,12.27,0.12,1,0.514,6.79,6.56,0.0,0,3,0.0814,0.0851,0.0851,0.0703
7.62,1,0.839,-0.25,0.57,5,73.8,20.46,0.0797,-0.0049,0.08,0.004,-0.044,-1.816,-3.556,-116.94,12.27,0.12,1,0.514,6.79,6.56,0.0,0,3,0.0722,0.0759,0.0925,0.0796
7.65,1,0.842,-0.25,0.65,5,73.8,20.46,0.0797,-0.007,0.077,0.004,0.02,-1.817,-3.558,-116.94,12.27,0.12,1,0.514,6.79,6.56,0.0,0,3,0.0666,0.0721,0.0906,0.0795
7.684,1,0.848,-0.25,0.54,5,73.8,20.46,0.0797,-0.0087,0.076,0.001,0.01,-1.818,-3.56,-116.94,12.27,0.12,1,0.514,6.79,6.56,0.0,0,3,0.0701,0.0738,0.0812,0.0794
7.715,1,0.832,-0.25,0.37,5,73.7,20.46,0.0797,-0.0068,0.077,-0.001,0.002,-1.819,-3.562,-116.94,12.27,1.35,1,0.574,4.36,21.14,0.0,0,4,0.0775,0.0738,0.0775,0.0793
7.749,1,0.838,-0.25,0.62,5,73.9,20.46,0.07,-0.004,0.079,-0.003,0.016,-1.821,-3.565,-116.88,12.27,1.35,1,0.575,4.36,33.2,0.0,0,4,0.0849,0.0757,0.0757,0.0794
7.785,1,0.841,-0.25,0.61,5,73.9,20.46,0.07,-0.0085,0.078,-0.003,0.004,-1.822,-3.567,-116.88,12.27,1.35,1,0.575,4.36,33.2,0.0,0,4,0.0831,0.0739,0.0757,0.0794
7.814,1,0.843,-0.25,0.59,5,74.0,20.46,0.07,-0.0084,0.076,-0.004,0.034,-1.823,-3.569,-116.88,12.27,1.35,1,0.547,4.36,38.19,0.0,0,4,0.0813,0.0721,0.0721,0.0795
7.848,1,0.845,-0.25,0.57,5,74.0,20.46,0.07,-0.008,0.073,-0.003,0.017,-1.825,-3.571,-116.83,12.27,1.35,1,0.523,3.39,47.59,0.0,0,4,0.0794,0.0739,0.0665,0.0739
7.884,1,0.843,-0.25,-0.08,5,73.8,20.2,0.07,-0.0076,0.073,-0.002,-0.024,-1.826,-3.574,-116.88,12.27,1.35,1,0.523,3.39,47.59,0.0,0,4,0.0793,0.0756,0.0664,0.0719
7.915,1,0.841,-0.5,0.07,5,73.9,20.2,0.07,0.0037,0.072,-0.0,-0.02,-1.827,-3.575,-116.94,12.27,5.8,1,0.501,-1.45,55.02,0.0,0,4,0.0756,0.0738,0.0701,0.0701
7.95,1,0.831,-0.75,0.4,5,73.8,20.44,0.07,0.0042,0.069,0.003,-0.027,-1.827,-3.577,-117.0,12.27,5.8,1,0.501,-1.45,55.02,0.0,0,4,0.0646,0.0646,0.0794,0.0683
7.984,1,0.822,-0.75,-0.14,5,74.0,20.46,0.07,0.0012,0.062,0.004,-0.022,-1.828,-3.58,-117.06,12.27,5.8,1,0.462,-6.3,57.68,0.0,0,4,0.0537,0.0574,0.074,0.0611
8.016,1,0.825,-0.75,-0.13,5,74.2,20.46,0.07,0.0101,0.06,0.005,0.009,-1.829,-3.581,-117.06,12.27,5.8,1,0.462,-6.3,57.68,0.0,0,4,0.0518,0.0573,0.0721,0.0592
8.048,1,0.843,-0.75,-0.07,5,74.4,20.46,0.07,0.0098,0.061,0.001,0.008,-1.83,-3.583,-117.06,12.27,5.8,1,0.462,-6.3,57.68,0.0,0,4,0.0573,0.061,0.0629,0.061
8.083,1,0.842,-0.75,0.02,5,74.5,20.46,0.07,0.0084,0.064,-0.0,0.006,-1.831,-3.585,-117.06,12.27,5.8,1,0.462,-6.3,57.68,0.0,0,4,0.0628,0.0628,0.0647,0.0665
8.114,1,0.84,-0.75,-0.39,5,74.6,20.46,0.07,0.0067,0.066,-0.0,-0.009,-1.832,-3.587,-117.06,12.27,12.9,1,0.455,-15.99,60.37,0.0,0,4,0.0665,0.0665,0.0647,0.0665
8.15,1,0.861,-0.75,-0.81,5,75.0,20.44,0.07,0.0138,0.066,-0.0,-0.01,-1.833,-3.589,-117.06,12.27,12.9,1,0.455,-15.99,60.37,0.0,0,4,0.0664,0.0646,0.0664,0.0664
8.182,1,0.861,-0.75,-0.59,5,75.0,20.46,0.07,0.0211,0.066,-0.001,0.004,-1.834,-3.591,-117.06,12.27,12.9,1,0.461,-23.75,59.74,0.0,0,4,0.0665,0.0646,0.0665,0.0683
8.214,1,0.864,-0.75,-0.8,5,75.5,20.0,0.07,0.0172,0.065,-0.002,0.008,-1.835,-3.592,-117.06,12.27,12.9,1,0.461,-23.75,59.74,0.0,0,4,0.0646,0.0628,0.0628,0.0683
8.252,1,0.868,-0.5,-0.54,5,75.1,20.2,0.07,0.0207,0.065,-0.003,0.04,-1.836,-3.594,-117.0,12.27,12.9,1,0.461,-23.75,59.74,0.0,0,4,0.0647,0.0665,0.0573,0.0702
8.286,1,0.858,-0.25,-0.35,5,75.4,20.44,0.07,0.013,0.066,-0.001,0.077,-1.838,-3.597,-116.83,12.27,12.9,1,0.461,-23.75,59.74,0.0,0,4,0.0662,0.0717,0.0588,0.068
8.314,1,0.834,-0.25,-0.1,5,75.4,20.2,0.07,0.0071,0.067,0.0,0.006,-1.838,-3.598,-116.83,12.27,19.61,1,0.47,-34.41,59.03,0.0,0,4,0.0662,0.0754,0.0588,0.0662
8.349,1,0.828,-0.25,-0.18,5,75.4,20.2,0.07,0.0029,0.069,0.003,0.006,-1.839,-3.601,-116.77,12.27,19.61,1,0.47,-34.41,59.03,0.0,0,4,0.0681,0.0773,0.0681,0.0644
8.382,1,0.855,-0.25,-0.36,5,75.6,20.2,0.07,0.0048,0.069,0.001,-0.025,-1.841,-3.603,-116.83,12.27,19.61,1,0.47,-34.41,59.03,0.0,0,4,0.0647,0.0702,0.0702,0.0702
8.413,1,0.876,-0.25,-0.71,5,75.5,20.44,0.07,0.0082,0.07,-0.0,0.007,-1.841,-3.604,-116.83,12.27,19.61,1,0.487,-39.26,59.79,0.0,0,4,0.0646,0.0665,0.072,0.0757
8.451,1,0.897,-0.25,-1.03,5,75.4,20.44,0.07,0.0143,0.068,-0.001,0.014,-1.842,-3.607,-116.83,12.27,19.61,1,0.487,-39.26,59.79,0.0,0,4,0.0635,0.0653,0.069,0.0744
8.483,1,0.885,-0.25,-0.76,5,75.4,20.44,0.07,0.0201,0.069,-0.0,-0.001,-1.844,-3.61,-116.83,12.27,19.61,1,0.545,-42.65,68.27,0.0,0,5,0.0669,0.0688,0.0688,0.0724
8.516,1,0.879,-0.5,-0.77,5,75.1,20.04,0.07,0.0154,0.069,0.0,0.003,-1.844,-3.611,-116.83,12.26,24.99,1,0.545,-42.65,68.27,0.0,0,5,0.0686,0.0686,0.0686,0.0686
8.548,1,0.873,-0.25,-1.01,5,75.1,20.44,0.07,0.0187,0.07,-0.0,0.023,-1.846,-3.613,-116.83,12.26,24.99,1,0.545,-42.65,68.27,0.0,0,5,0.0709,0.0691,0.0691,0.0691
8.582,1,0.878,-0.25,-0.53,5,74.9,20.0,0.07,0.0195,0.068,-0.0,-0.005,-1.847,-3.616,-116.77,12.26,24.99,1,0.545,-42.65,68.27,0.0,0,5,0.0712,0.0694,0.0657,0.0657
8.648,1,0.902,-0.25,-0.44,5,75.1,20.0,0.07,0.0113,0.067,0.002,-0.001,-1.849,-3.619,-116.77,12.26,24.99,1,0.465,-56.22,67.26,0.0,0,5,0.0703,0.074,0.0629,0.0592
8.683,1,0.893,-0.25,-0.74,5,74.8,20.46,0.07,0.0098,0.068,0.002,-0.022,-1.85,-3.622,-116.77,12.26,24.99,1,0.465,-56.22,67.26,0.0,0,5,0.0702,0.0776,0.0628,0.061
8.718,1,0.861,-0.25,-0.15,5,74.8,20.2,0.07,0.0151,0.069,0.002,0.003,-1.851,-3.624,-116.77,12.26,29.87,1,0.465,-56.22,67.26,0.0,0,5,0.0684,0.0721,0.0703,0.0666
8.751,1,0.854,-0.25,-0.12,5,74.7,20.2,0.07,0.0048,0.069,0.002,-0.035,-1.852,-3.626,-116.77,12.26,29.87,1,0.465,-56.22,67.26,0.0,0,5,0.0647,0.0702,0.0721,0.0702
8.782,1,0.856,-0.25,-0.07,5,74.5,20.2,0.07,0.0043,0.066,0.003,-0.005,-1.853,-3.628,-116.83,12.26,29.87,1,0.465,-56.22,67.26,0.0,0,5,0.0573,0.0647,0.0721,0.0684
8.814,1,0.871,-0.25,-0.03,5,74.5,20.44,0.07,0.0034,0.065,0.004,-0.011,-1.853,-3.629,-116.83,12.26,29.87,1,0.465,-56.22,67.26,0.0,0,5,0.0536,0.0647,0.0721,0.0684
8.848,1,0.874,-0.25,-0.25,5,74.3,20.44,0.07,0.0028,0.064,0.004,0.01,-1.854,-3.632,-116.83,12.26,29.87,1,0.465,-56.22,67.26,0.0,0,5,0.0537,0.0666,0.0703,0.0666
8.883,1,0.868,-0.5,-0.11,5,74.3,19.97,0.07,0.0065,0.068,0.001,0.004,-1.855,-3.634,-116.83,12.26,29.87,1,0.465,-56.22,67.26,0.0,0,5,0.0648,0.0666,0.0703,0.0685
8.911,1,0.868,-0.5,-0.81,5,74.3,19.97,0.07,0.0072,0.069,0.0,0.006,-1.856,-3.635,-116.83,12.25,33.33,1,0.426,-60.59,68.06,0.0,0,5,0.0684,0.0684,0.0703,0.0703
8.947,1,0.873,-0.5,-1.19,5,74.5,19.97,0.07,0.0192,0.072,-0.002,-0.005,-1.857,-3.638,-116.83,12.25,33.33,1,0.407,-60.1,66.97,0.0,0,5,0.0758,0.0703,0.0703,0.0721
8.985,1,0.878,-0.5,-0.91,5,74.5,19.85,0.07,0.0257,0.074,-0.001,0.017,-1.859,-3.641,-116.77,12.25,33.33,1,0.407,-60.1,66.97,0.0,0,5,0.074,0.0703,0.074,0.0759
